Rank,Guild Name,Realm,Link
1877,Chilled [ Chilled Oldschool Raiders],EU (DE)-Frostmourne,https://www.wowprogress.com/team/eu/frostmourne/raid-Chilled+Oldschool+Raiders
1879,Embers,EU (DE)-Antonidas,https://www.wowprogress.com/guild/eu/antonidas/Embers
1882,Inner Circle,EU (DE)-Der Mithrilorden,https://www.wowprogress.com/guild/eu/der-mithrilorden/Inner+Circle
1883,Delirium,EU (DE)-Alleria,https://www.wowprogress.com/guild/eu/alleria/Delirium
1884,The Devil Ducks,EU (DE)-Thrall,https://www.wowprogress.com/guild/eu/thrall/The+Devil+Ducks
1886,phased,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/phased
1889,The Exiles,EU-Silvermoon,https://www.wowprogress.com/guild/eu/silvermoon/The+Exiles
1890,no pants no problems,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/no+pants+no+problems
1907,Breakfast Raiders,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Breakfast+Raiders
1909,FaîryTaîl,EU (DE)-Thrall,https://www.wowprogress.com/guild/eu/thrall/Fa%C3%AEryTa%C3%AEl
1909,DARK THRONE,EU-Silvermoon,https://www.wowprogress.com/guild/eu/silvermoon/DARK+THRONE
1912,Archaic Order,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Archaic+Order
1915,No Mercy,EU (DE)-Norgannon,https://www.wowprogress.com/guild/eu/norgannon/No+Mercy
1925,Valkoria,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/Valkoria
1926,Disengage,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Disengage
1927,Wächter von Walhall,EU (DE)-Blackrock,https://www.wowprogress.com/guild/eu/blackrock/W%C3%A4chter+von+Walhall
1930,FreeSoul,EU (DE)-Proudmoore,https://www.wowprogress.com/guild/eu/proudmoore/FreeSoul
1930,Teldrassil Bonfire,EU-Argent Dawn,https://www.wowprogress.com/guild/eu/argent-dawn/Teldrassil+Bonfire
1930,Nox Venari,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Nox+Venari
1933,inviteOnly,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/inviteOnly
1934,The FeIIowship,EU-Ravencrest,https://www.wowprogress.com/guild/eu/ravencrest/The+FeIIowship
1934,Spirit Link,EU-Arathor,https://www.wowprogress.com/guild/eu/arathor/Spirit+Link
1939,Murlocs Stole My B..,EU (DE)-Antonidas,https://www.wowprogress.com/guild/eu/antonidas/Murlocs+Stole+My+B%C3%AEke
1940,Solace,EU-Turalyon,https://www.wowprogress.com/guild/eu/turalyon/Solace
1942,The Peons,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/The+Peons
1943,Mondschneckenkult,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/Mondschneckenkult
1944,Drachengold,EU (DE)-Thrall,https://www.wowprogress.com/guild/eu/thrall/Drachengold
1944,Pæranoid,EU (DE)-Antonidas,https://www.wowprogress.com/guild/eu/antonidas/P%C3%A6ranoid
1947,Akatsuki,EU (DE)-Nethersturm,https://www.wowprogress.com/guild/eu/nethersturm/Akatsuki
1948,March of the Murlocs,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/March+of+the+Murlocs
1952,The Last Outlaws,EU-Ragnaros,https://www.wowprogress.com/guild/eu/ragnaros/The+Last+Outlaws
1953,Radioactive,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Radioactive
1955,Der Schwarze Phönix,EU (DE)-Blackrock,https://www.wowprogress.com/guild/eu/blackrock/Der+Schwarze+Ph%C3%B6nix
1957,EODEM,EU (DE)-Aegwynn,https://www.wowprogress.com/guild/eu/aegwynn/EODEM
1957,Animus,EU (DE)-Rexxar,https://www.wowprogress.com/guild/eu/rexxar/Animus
1959,Blue Balls,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Blue+Balls
1960,IAsgardI,EU (DE)-Blackrock,https://www.wowprogress.com/guild/eu/blackrock/IAsgardI
1960,Legendary Party Hats,EU-Ravencrest,https://www.wowprogress.com/guild/eu/ravencrest/Legendary+Party+Hats
1960,Nova Prime,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/Nova+Prime
1963,Pull and Pray,EU (DE)-Thrall,https://www.wowprogress.com/guild/eu/thrall/Pull+and+Pray
1964,Seraphim,EU (DE)-Mannoroth,https://www.wowprogress.com/guild/eu/mannoroth/Seraphim
1969,Tide,EU-Silvermoon,https://www.wowprogress.com/guild/eu/silvermoon/Tide
1971,SoE Reborn,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/SoE+Reborn
1972,Crimson Midnight,EU-Sylvanas,https://www.wowprogress.com/guild/eu/sylvanas/Crimson+Midnight
1973,Down Bad,EU-Aszune,https://www.wowprogress.com/guild/eu/aszune/Down+Bad
1974,After Hours,EU-Ravencrest,https://www.wowprogress.com/guild/eu/ravencrest/After+Hours
1976,Divergent,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Divergent
1978,V I T A L I T Y,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/V+I+T+A+L+I+T+Y
1995,Tertium Sancio,EU (DE)-Tirion,https://www.wowprogress.com/guild/eu/tirion/Tertium+Sancio
1997,Spirits of the Sha..,EU (DE)-Mal'Ganis,https://www.wowprogress.com/guild/eu/mal-ganis/Spirits+of+the+Shadow
